"","UMAP1","UMAP2"
"1",-0.562620085813429,-5.85783600061051
"2",-1.2400594308,-6.17455125628339
"3",-1.31095725918683,-7.71169672384178
"4",-1.00585928749331,-7.24891712414258
"5",0.831212385401663,-7.76952557929378
"6",0.266874371466724,12.1747465973353
"7",0.30730403883308,12.7679753972585
"8",-0.542354561251239,-6.39022428267909
"9",1.04113593172348,12.543662204167
"10",-0.630721985735794,-7.95639888695609
"11",1.28230535013884,12.9777245018444
"12",-0.388464927065543,12.9663266270246
"13",1.50019434690819,12.3921236288213
"14",-0.0532808866893691,13.1714977811329
"15",0.477128808855244,-7.80052223438807
"16",1.79994207793648,13.4723462566435
"17",0.708688410794254,11.7711752816816
"18",1.43025444551944,-7.70088249731262
"19",1.06663630764819,-7.18960503950429
"20",-1.90797015284646,-6.02698491591537
"21",-0.30462741675088,-5.83663438958223
"22",-0.201547416448439,12.4134671515181
"23",-0.240838862984019,-6.54199599237703
"24",-0.113917841012614,-8.02754333295185
"25",-0.338480441311288,-6.99059037083051
"26",-2.24120608145649,-6.47710025677607
"27",0.377158564879789,-6.27544242801417
"28",-1.07021407930117,-6.57044336539956
"29",1.92919146782731,12.7061531005209
"30",-0.108130471376387,-7.41561645220859
"31",0.158258729011087,-8.42687004468534
"32",0.394517074324365,11.7474576621929
"33",0.239199330700902,13.3415787352666
"34",-2.03158572840892,-7.05952363899735
"35",-1.6054271134857,-7.21895826029273
"36",-1.78366049941242,-6.35101267384007
"37",1.5791221012557,-7.40986519256025
"38",1.85607107934579,12.8564734793131
"39",0.594228296122267,12.8242745558599
"40",-1.12325925829762,-5.71011691802797
"41",1.7710458413678,-7.74507135170658
"42",-0.805285172932686,-8.24305375140274
