,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
3d,-0.02245241,-0.033180263,-0.0054297894,0.019246832,-0.05888233,-0.037836608,-0.037681587,-0.064105056,0.011294349,0.023810776,0.06632433,-0.04082913,0.049139835,-0.061450973,-0.023216285,0.008232957,-0.021968706,0.042391934,0.045362025,0.0058000395,0.04628341,-0.081339404,-0.042972498,-0.04630495,0.07467564,0.01888009,0.0076391604,-0.0043488885,0.00076551765,-0.11325196,0.040705852,0.042956654,0.0042590895,-0.018067965,0.005186709,-0.0013286098,-0.019937504,-0.027564395,0.03191716,-0.026281396,-0.01920179,0.07651656,0.007333849,0.010197734,0.117743954,-0.0058079963,0.0012319704,-0.007404834,0.022667456,-0.004106884,-0.08189496,-0.054236844,-0.0043535004,-0.043314498,0.019105969,0.020300882,0.06603651,-0.04945484,0.037832625,-0.02450691,0.016065747,0.025272962,-0.041031662,0.008637616,0.012067701,0.003404539,-0.00012833106,-0.039909188,4.0354287e-05,0.07044606,-0.04550069,-0.0005789952,-0.04783032,-0.104973525,0.03869477,-0.036686208,0.01050252,-0.004799662,0.022269806,0.022518061,0.011204136,0.09319062,0.08854319,-0.031599887,0.0029935245,0.050146684,-0.0023606154,0.052181955,-0.042746454,-0.023300573,0.071081355,0.015620419,-0.054961286,0.050339237,0.04915552,-0.026186518,0.018069727,-0.1095496,0.1084325,0.3499049,-0.03443313,0.04606093,-0.017811747,0.033785,0.0029319006,0.006878684,0.070016034,-0.01614449,-0.04367994,0.06578391,-0.033951875,-0.029992333,0.02870093,0.02698278,0.06826022,0.022802558,-0.06260589,-0.075601235,0.01873479,-0.016359664,0.0055681816,0.049157266,0.015970431,0.034450863,0.0546834,-0.23860306,0.017893307,0.026525427,-0.029916767,0.0637329,0.052349262,0.102499135,0.034937605,0.06764569,0.06635717,0.02209619,0.0065816706,0.077596806,-0.08999633,0.033249453,-0.043655727,0.13027383,-0.05846582,0.011302457,0.06273767,0.009858111,-0.06031033,0.033809848,0.017186472,-0.006313485,0.018987762,-0.012967735,-0.04426677,0.05808219,0.02056213,0.015965901,-0.05353051,-0.060069192,-0.07994896,0.054605037,-0.03401339,0.016361548,0.048639197,-0.010974139,-0.055008534,-0.009108385,0.0015789516,0.099815585,0.022043072,0.064737365,-0.06404015,-0.029076789,-0.022548959,0.03783955,0.060749613,-0.0025006023,-0.06386929,-0.032920852,-0.021189215,0.055237487,-0.03281371,-0.0066666645,0.04305682,-0.07607227,0.0010683317,-0.040723212,0.06407383,0.0008048342,-0.022842923,0.009889783,-0.0073426976,-0.0016361113,-0.07358826,0.0067349058,-0.0015450841,-0.040071137,0.0836924,0.028353859,-0.04588508,0.020885957,0.015282245,-0.055676833,0.009602409,-0.043522004,-0.028351016,-0.022579527,-0.025259992,0.028024353,-0.07464026,0.05835184,0.010404812,-0.14259659,-0.0005565112,-0.020281605,-0.04398325,0.02319622,-0.0016213655,-0.074204914,-0.10681647,-0.022327846,0.02799967,-0.0333487,-0.045794453,-0.081279606,-0.0065188757,-0.03363697,0.018606342,-0.027157169,-0.047614507,-0.028416492,0.012664917,-0.006929433,0.05983622,0.030874202,-0.0050939103,0.033409618,-0.021200513,0.03580428,0.0023532466,-0.046938065,-0.010938527,-0.10127719,-0.02466393,0.0065877787,0.041364484,-0.0964791,-0.081355326,-0.023895591,0.03693979,0.18012527,-0.03496968,-0.02741346,0.055916447,-0.0030307383,-0.044890955,0.0006434945,-0.004359228,0.020478621,0.039677937,-0.0056595225,0.02986188,0.04192516,-0.052696545,-0.08204937,-0.020995935,0.006469339,0.047801293,0.05524467,-0.0028057485,-0.04579742,0.030189652,-0.07898959,-0.031222658,-0.0022106776,-0.021619108,-0.038139027,-0.0066760248,-0.006594442,-0.021535823,-0.0084378105,-0.04320769,0.008996768,-0.0015015865,0.032955986,-0.026292881,-0.021061266,0.017947417,0.029167099,-0.050063502,-0.03024513,-0.012441065,-0.015213321,-0.103825234,0.030281713,0.016391627,0.05869732,0.059337758,0.018465247,-0.05397427,0.018047893,0.048148934,0.08204146,-0.009005827,0.03790846,0.0019771347,-0.012497218,0.069639996,0.023651421,0.0039607254,0.01619595,0.04999286,-0.0436341,0.0006611615,-0.024580335,0.0077544297,-0.018535333,-0.021473018,0.03355025,0.032903,-0.10065331,-0.060085155,-0.026605267,-0.058676317,-0.0114594,-0.044927195,-0.0561215,-0.013518468,0.06228592,0.015650554,-0.015774256,0.023947967,-0.05263756,0.113028675,-0.01518929,-0.0045119054,0.07812511,-0.010164086,-0.023359189,0.047162134,-0.018601403,-0.0007283091,0.0676446,-0.023802817,-0.002763191,-0.040253427,-0.02822964,0.013602708,-0.0877386,0.065389164,-0.013306972,0.029177887,0.021725051,-0.019122446,0.020622082,-0.007846559,-0.004029908,0.009586529,0.0050920085,0.039406076,-0.0074986066,0.04802507,-0.0057421317,-0.026175631,-0.033299662,0.086607136,0.03813513,0.01783379,-0.15197326,0.026508354,0.0803435,-0.005106875,0.07309819,-0.100921184,0.00077338266,0.12122831,-0.005474168,-0.03931713,-0.052346356,-0.05301789,0.03224343,-0.011243923,-0.016431239,-0.007490644,-0.02473036
AI,-0.029056834,-0.050599646,-0.038883466,-0.03032096,0.016547143,0.024760183,0.08428155,0.020139135,0.04935381,0.05705402,0.061775483,0.02141247,0.04352508,0.0005286349,-0.014427547,0.029956419,-0.039797157,0.047849946,-0.033145536,-0.037095364,0.06665978,-0.047915775,-0.0017965131,-0.05739502,-0.00314557,0.03459887,-0.011022279,-0.02769863,-0.020644924,-0.097002074,0.061203603,-0.063752286,0.1100426,0.01881871,-0.03892785,-0.0012491189,-0.028559724,0.0021703735,0.007381896,-0.0738192,-0.034116127,0.02888602,0.044407383,0.01735526,0.08141182,0.027283456,-0.038889907,-0.07643261,0.00017429591,-0.02635656,-0.025154091,-0.033917394,0.008348588,0.02751673,0.012602305,0.06191807,0.052814037,-0.019513832,-0.01743267,-0.0057135583,0.0046360795,-0.024359355,-0.04309143,0.06389346,0.017156104,0.012880334,0.011284072,-0.07682814,-0.026604831,-0.023273105,-0.033297084,-0.032573532,-0.032966457,-0.0018731041,0.07039953,-0.010645643,-0.010877973,-0.015476227,0.11996146,0.06954041,0.025800483,-0.00076439884,0.052128017,0.07998733,-0.018291544,0.041813005,0.04420664,-0.010691155,0.03888104,-0.021253157,0.022752808,-0.01718505,0.015235872,-0.027108436,0.118940294,-0.02067738,0.00366381,-0.056639463,0.028143419,0.46743175,-0.044313714,-0.020381652,-0.07221918,0.009443346,-0.04428223,-0.012549474,0.02615687,-0.10383813,-0.016515493,0.0153938,-0.034469746,-0.014551686,0.0320938,0.051098015,0.04574871,0.019299267,0.003953247,0.01927116,0.03966047,0.018081142,-0.018444205,-0.023216242,0.031091945,0.06287982,0.026296664,-0.16441521,0.006606832,0.024811598,-0.05956342,-0.0048782304,0.05278484,0.0014017395,-0.03782927,-0.02920407,-0.007679918,-0.00086692814,0.020130277,-0.023865934,-0.069189236,0.0239589,-0.039812062,0.11969728,0.0060478016,0.036194067,0.036522053,0.02643501,-0.028629657,0.005414988,0.050059423,-0.013001354,-0.0041787787,-0.020226484,0.04405601,0.047492202,0.023219453,-0.011094981,0.0036590153,0.0009889788,-0.04733983,0.028324796,-0.084910564,0.0021434964,0.053451803,-0.016979555,-0.00018949957,-0.011764751,-0.0070402496,0.032826923,0.012871934,0.11301717,0.03798516,-0.052478615,0.008915978,-0.012098452,-0.001507091,0.017013192,-0.028267512,0.04391953,-0.033094298,-0.005905082,0.000887071,-0.062457293,0.00082745997,0.02896624,0.005963698,0.0518918,-0.008081424,0.006729665,-0.0354776,-0.0016329362,-0.04416081,0.05465973,0.009201341,0.047001354,-0.029262755,-0.042771865,0.100708574,0.0012005906,-0.022239788,0.008629681,-0.066261254,0.022286164,-0.0645901,-0.058889754,-0.0465842,-0.046850674,-0.06783492,0.0002894588,-0.023650797,0.03443436,-0.04382239,-0.058205064,-0.049072254,-0.048247132,-0.027565334,-0.0472662,-0.043061294,-0.0069471016,-0.0064963447,-0.019132389,-0.06885135,0.028041078,-0.008730033,-0.091652066,-0.0085130315,-0.14461996,-0.09083892,-0.008198442,-0.052908413,-0.036563735,0.036686692,0.04807631,0.06743058,0.039724912,0.008102427,-0.037241064,-0.05378847,0.065395795,-0.021516137,-0.017937053,-0.023843592,-0.04159161,-0.011450822,0.060851797,0.04537,0.09953197,0.031951576,0.006012169,-0.00440794,0.140354,-0.078436606,0.058112632,0.04078842,-0.05373786,0.015382337,-0.069208,-0.0007087802,0.0669057,-0.011521083,0.014919354,0.11359093,-0.031977624,0.04526154,-0.05203027,0.014053412,0.02389153,-0.051302824,0.05379247,0.0066014,0.018537035,-0.038406085,0.03621528,-0.0069969697,-0.010972072,-0.066957265,-0.056354146,0.02950124,-0.057429966,0.0065173334,0.020906787,-0.039719265,-0.006891943,-0.05051452,0.04649808,-0.015227542,-0.029651312,0.032243896,0.037805855,-0.098625675,0.0066137877,-0.030299501,-0.0035606693,-0.057933833,-0.007138546,0.04834354,0.08795675,0.08471589,0.019315338,-0.056384295,0.020926295,-0.008574447,0.012730163,-0.011333544,-0.086429074,-0.048911925,-0.057682414,0.032827944,0.0017412517,0.0031932811,0.011159218,-0.0478072,-0.02633024,0.016004093,-0.059371017,-0.016638296,-0.0072967676,-0.03719445,0.0123227555,-0.062358852,-0.13916485,-0.012458748,0.00975679,-0.010119292,0.03663724,-0.021579111,0.0063183983,-0.08281506,-0.01985958,0.007993031,-0.068018645,0.04106981,0.0054275966,0.014767503,0.016884048,0.0022936536,0.018684281,-0.013036385,0.061571643,0.022056565,-0.054233134,0.1284183,0.0017857191,-0.061226673,0.0011176829,-0.0044638235,0.021664659,0.013876321,-0.070728585,0.0008769423,0.0037326543,-0.029208297,0.01355802,0.014414232,-0.0121414615,0.008188058,0.10560141,0.015343227,-0.04525725,0.017311528,-0.0018298503,0.015655732,0.00637102,-0.042426247,-0.05382698,0.09886263,0.06400392,-0.021393046,-0.09836189,0.045705076,0.00031815976,-0.05344226,0.029249554,-0.011012836,0.018356448,0.06324349,0.015214788,0.036280733,-0.043689094,-0.021876467,0.061103474,0.027851807,0.009561557,-0.015696822,-0.034508057
AMS,-0.015707979,-0.010206133,0.019859472,0.06944729,-0.02611861,-0.027389936,0.030012311,0.037774775,-0.00011031778,0.006394743,-0.02432267,-0.07709552,0.014191191,0.0033122373,-0.07466471,0.0016624249,0.06547946,-0.018695086,0.12642384,0.0044403938,0.06520537,0.047727842,-0.033599783,-0.0054100794,-0.025357774,0.0150227705,-0.009121687,0.015843002,-0.0045127305,-0.120846026,-0.035217118,-0.046760373,0.053912397,0.051896248,-0.0059592933,-0.019286187,0.04150201,-0.008158501,0.0025281792,0.036885966,-0.015717223,0.021658355,0.08566202,-0.01793027,0.09068156,0.006868187,-0.055563804,-0.015269777,-0.0071161487,0.029641982,0.030423107,-0.0408263,0.013541411,0.03389111,-0.021315975,0.057099737,-0.017108502,0.046640214,-0.01084837,0.0072206776,0.09715067,-0.009272579,-0.0878329,0.06867851,0.010163445,-0.042708404,0.112861596,0.04271929,0.059246305,-0.030958893,-0.03138066,0.016618125,0.014776145,0.06404603,0.022560399,0.006319046,0.08506036,0.027853627,0.007924751,0.054349028,-0.024638737,-0.054666378,0.04766389,-0.079473265,0.024601946,0.066519596,-0.0056517613,0.01607759,-0.03750584,-0.071279295,-0.0015531239,-0.10204042,0.0067511685,0.017702855,0.11816181,0.018894922,0.0116671,-0.0191129,-0.0103995195,0.40449446,-0.0028024742,-0.09195435,-0.121876456,-0.0767898,-0.046861425,-0.036623664,0.038326055,-0.00769326,0.01779634,-0.0028979299,-0.08013126,-0.018501898,0.019332286,0.017233483,0.04769823,-0.006443705,-0.026450407,0.05452387,0.0576354,0.033670828,-0.03909797,-0.0067243488,-0.07518994,-0.049788445,0.007148457,-0.116030954,0.04538425,-0.008252007,-0.054394092,0.057020884,-0.04042821,0.020915907,-0.011175716,-0.028476916,0.022962693,0.019334545,0.023362486,0.0027677289,0.015322757,0.006018817,-0.0077882656,0.06624807,0.013763787,-0.0060224705,-0.01169561,0.017476508,-0.051104315,0.00036954723,-0.044047263,-0.0041395808,-0.003869542,-0.009254091,0.032607164,0.072052605,-0.002033187,0.0036403504,0.018226383,-0.078678556,-0.024888285,0.037807964,-0.08986571,-0.0239189,0.019364681,0.038652066,0.085939236,-0.05801816,-0.043070104,-0.053658664,0.05165926,0.048982993,-0.014443568,-0.047532823,-0.02105814,0.04264537,0.00027638377,0.041737933,-0.0020670102,-0.030637195,-0.07180126,-0.07948316,-0.0038409196,-0.02914799,0.048795074,0.028727828,0.008156235,0.025588965,-0.046408795,0.030854762,0.036188122,-0.029734377,-0.01905491,0.037434965,0.057812892,0.07161687,-0.028251106,-0.024720619,0.075623326,0.0019641228,0.059571832,0.01871682,0.023288578,0.017115375,-0.036977407,-0.00904559,0.0746245,-0.02347247,0.013648928,0.030851558,0.019293016,-0.008573685,-0.029682063,-0.008218069,0.013865206,-0.036712214,0.018225346,-0.03072786,0.042159524,-0.02403761,-0.053489786,-0.029981185,-0.03925382,0.099676244,0.021869302,-0.1297281,0.0015164359,-0.016782831,-0.06308476,0.034609877,-0.08701262,-0.027405666,0.093071364,0.02376009,0.052365422,-0.04878692,-0.016117807,0.0035398677,-0.012537146,0.018673778,-0.06150009,-0.067126036,-0.021719836,-0.042369943,0.035674725,0.031872723,0.00018655405,0.063626245,-0.026085012,0.0300158,-0.020641353,0.10836466,-0.07082635,-0.070180945,-0.035775337,-0.01334231,-0.039278228,-0.03482326,-0.02478051,0.023204353,-0.04505059,-0.03876918,0.10656259,0.00071039866,0.03825725,-0.059865978,0.022941066,0.071564555,0.047728512,0.084810436,0.018844161,0.033056762,-0.08271184,-0.009741816,0.016099125,-0.021805624,-0.06980005,-0.06825204,0.025312776,0.03305427,0.07012938,0.0063736117,-0.022442864,0.0027659729,-0.043352097,0.005959198,0.001108456,0.0385952,-0.033046402,0.04673584,0.011336907,-0.021521423,0.0075666932,-0.036947757,0.018197158,-0.0069549927,-0.021776468,-0.051891968,-0.066814214,-0.017080374,-0.05735275,-0.105907604,-0.019113518,-0.025510943,-0.04349017,-0.075153604,0.001260692,-0.02758072,0.0072481106,-0.020205755,-0.009950629,0.0025421162,0.08013844,0.0046717348,0.021387728,0.024496865,-0.11652987,-0.0055660633,-0.08253813,0.008862064,-0.045299366,-0.15712687,0.0050091464,-0.05199809,-0.06571258,0.044948876,0.06999086,-0.04508467,-0.08643628,-0.022237672,0.04273605,-0.064643696,0.009464511,0.021081807,-0.019409455,-0.042733148,-0.023716092,-0.018582946,-0.038088772,0.03631062,-0.025243374,-0.07356471,0.06093293,0.024468262,0.06389431,0.016864076,-0.009646527,0.012612419,-0.030425709,-0.121299736,0.116333514,0.09022907,-0.02639286,0.007704062,-0.054013703,-0.0054921084,-0.0127148945,0.06616624,0.031098086,0.044427384,0.026456987,-0.017954068,0.07892674,0.004069458,-0.02930498,0.05317401,-0.061880425,-0.02028294,-0.03795243,-0.04641931,0.035086475,0.049421612,-0.019687837,-0.031163977,0.044179555,0.041103113,0.01880598,-0.008401408,0.060998727,-0.012492568,-0.009579174,0.051656853,0.0792092,-0.010663821,-0.005303173,-0.03047473
Banach,-0.03234879,0.06767251,-0.053181518,0.012904019,-0.037339233,-0.008951307,0.067699134,0.02619562,-0.01660119,-0.0141631635,-0.07630425,-0.063118234,0.00092846644,-0.053169318,-0.021298716,-0.034996662,0.039705526,0.02701758,0.011497694,-0.044138774,0.07377509,0.010096398,0.077829935,0.003736307,-0.04150633,-0.034304,0.029696442,0.06951975,0.010174343,-0.06990588,-0.0017929986,-0.023760969,0.039356533,-0.057601515,-0.0014881525,0.07760762,-0.05032316,0.056717146,0.051342614,0.01506594,0.010739396,0.02780325,-0.04684862,0.00772181,-0.04639054,-0.009514888,-0.036798526,-0.0395881,0.0039607706,-0.03483124,0.07969702,0.0068810955,0.0021731807,-0.01604675,0.052576534,-0.035472523,0.004392575,-0.023842007,-0.037165873,-0.005380215,-0.026085436,0.046961255,-0.120671764,-0.016668353,0.0013184797,-0.00014778358,0.035005163,0.005507342,-0.05868475,0.09181575,-0.016174095,-0.028217586,0.042873748,0.09677756,-0.015098701,-0.0039252755,0.04643883,0.01960536,-0.047802478,-0.0457299,-0.0833465,0.0008730914,-0.041798584,-0.02101965,-0.013830512,0.07386943,-0.03581651,0.03470553,0.054445013,-0.039667677,0.030874524,-0.04882362,0.07224649,-0.007024068,0.014030678,-0.027266055,-0.02096768,-0.025120506,-0.06270108,0.25162253,0.053060595,0.010116391,-0.029524889,0.01028166,-0.04272842,0.02756617,0.025258735,-0.06777776,-0.0062934794,0.010233831,-0.025094876,0.05990564,0.058053467,0.021817863,-0.009734268,0.009332558,0.05615863,0.042529307,-0.005009211,0.013917844,-0.07268109,0.0015055644,0.045095287,0.08370747,-0.02103125,-0.04346835,0.013242949,0.024606353,-0.03426909,-0.035780817,-0.02188332,0.0013358807,-0.011126531,0.041421533,-0.02113249,-0.0765096,0.065142676,0.1004718,0.07697578,-0.1521057,-0.054162744,0.064468235,-0.0021691737,-0.08667106,0.002407768,-0.016945664,0.06483899,-0.05831853,-0.007247292,0.006203466,-0.043797813,-0.031006863,-0.04532722,-0.058887623,-0.017888533,-0.045628224,-0.056743786,0.03945486,0.023347875,0.06797785,-0.087329194,-0.018338485,0.0038525017,-0.05016781,-0.021070512,0.049733497,-0.032167777,0.034282908,0.028555227,-0.018645314,-0.0094085485,-0.033954155,0.018227737,-0.031105304,-0.09332087,0.011097193,-0.018725432,-0.026449243,-0.031841293,0.063147865,-0.013436906,0.01576447,-0.05624337,-0.01822212,0.024673078,0.030520676,0.09567451,0.034760464,-0.0123169115,0.057415687,-0.029348824,0.06551406,0.032196548,0.018643785,-0.113066226,0.06735316,-0.09421076,-0.032943513,0.039611693,-0.03551267,-0.0476939,0.08222014,-0.020037236,-0.047893457,0.042658143,-0.06308144,0.087017186,-0.0076505053,0.07713431,-0.029810993,0.000706621,-0.0059478222,-0.0928596,-0.015924921,-0.016740004,-0.06856901,0.13695061,0.08238661,-0.05951335,0.08204153,0.045094464,-0.09400792,-0.004631997,-0.093756825,0.051654313,-0.074013546,-0.0010453123,-0.018396225,0.0530851,-0.003617805,0.028052771,-0.013535154,-0.023978531,0.04473884,0.0005973252,-0.019146895,-0.0012907758,0.016695864,0.009597782,0.016608275,-0.0044893837,-0.02050977,0.042903516,-0.018467836,-0.07356763,-0.061841186,-0.060354263,0.13364536,-0.06343115,0.086280346,-0.05865672,0.13753298,0.027958024,-0.06824834,0.05443825,-0.014919413,0.0036657085,0.051965196,0.045005675,-0.0405634,0.07783133,0.055652823,-0.060513258,-0.017860066,0.0040960107,-0.015875446,-0.026709862,0.05489032,0.0354052,0.029867843,-0.017618809,-0.009521859,-0.03572669,-0.132547,0.017408062,0.017067049,0.054045226,-0.04501647,0.025354162,0.05605416,0.045468155,-0.08602253,0.103559375,-0.023795068,-0.01492012,-0.072675444,-0.026746953,-0.061944645,0.052405994,-0.012520905,-0.016929822,-0.012607155,0.017762844,0.0036953837,-0.023272859,-0.0057684747,0.012574992,-0.004852945,-0.024521824,0.04084808,0.044559106,-0.09710564,0.02522526,-0.03704526,-0.004807065,-0.004671798,-0.100299835,-0.051042423,0.092032254,0.010364434,-0.023000361,0.01622905,0.03767505,-0.039694913,-0.017415836,0.06276404,-0.03438749,0.020571865,0.17666696,-0.117815174,0.061548818,-0.10091467,-0.03156352,0.099846825,0.02092923,-0.027981672,0.010447542,-0.07900016,0.0133028515,0.007898979,0.016714523,0.074639715,-0.089508615,0.0024826834,-0.043612476,0.05800742,0.07318673,0.010823445,-0.0062590986,-0.028069654,0.025651865,0.020666316,0.031442046,-0.088066235,-0.03350085,-0.02125796,-0.03577195,0.012781431,0.038375717,-0.04170063,0.014035326,0.03347896,-0.03928607,0.031204045,0.061898764,0.075022705,-0.025610043,0.022288503,0.031978156,-0.034532927,0.055332713,-0.041225027,-0.007611648,-0.016138678,0.0039306968,0.02601688,-0.050246194,0.028405989,0.02359853,0.027575212,-0.03129682,0.032939393,0.06985292,0.07128225,0.03928969,0.046158638,-0.019697169,-0.101143196,0.016429756,0.05464543,0.01705218,-0.085183874,0.032523867,-0.059560467
CERN,-0.0182194,0.04108537,-0.040393855,0.008687864,-0.06091767,-0.09143257,0.034508515,0.082726106,0.034444727,-0.055180535,0.03730727,-0.11829931,0.035935044,-0.01883855,-0.07431912,-0.031111002,-0.016364707,-0.0030952727,0.14402136,-0.08319076,0.017185787,-0.0060898955,-0.009858856,-0.031256754,-0.10943114,-0.039918095,-0.012532104,-0.03732448,-0.099529676,-0.090838306,-0.06543005,-0.053899255,-0.022345128,0.056764856,-0.04223136,0.03839811,-0.024349902,0.030982291,-0.004346565,-0.021704527,0.02143416,0.0046932045,0.09661515,0.021286523,0.084624864,0.0044520996,-0.06594041,-0.034615442,-0.021153005,0.010579327,0.015017884,0.030490084,-0.01366558,-0.06650322,0.018903304,0.034399524,0.015684998,0.012647065,-0.0016541813,-0.042739753,-0.007175994,0.031881023,-0.09802873,0.02426434,0.049433988,-0.046926584,0.09202874,0.0554742,-0.022408439,0.07223181,-0.034682363,0.01198082,8.330387e-05,0.0114760725,0.026691867,0.0708265,0.004354131,0.014716982,0.025038563,-0.07592119,0.09033792,0.09770272,-0.08856698,-0.04180609,0.03668513,0.059197433,0.018425863,-0.0031046206,0.031191558,-0.07245528,0.07918783,-0.08275223,-0.048985716,0.044129804,0.0055211,-0.017909808,0.052985024,0.005760653,0.077781975,0.27806333,-0.0018264649,0.022644224,-0.030663459,-0.007983924,-0.025107216,0.03410303,0.05301869,-0.0802084,-0.021797989,-0.03831805,-0.013941933,0.01698735,0.00538994,-0.07030374,0.009198534,0.07894271,0.008177938,-0.001434776,0.0928001,-0.012768265,-0.054440033,0.10762139,-0.0024698158,-0.018716857,0.038132682,-0.11626498,0.06903931,0.0747381,-0.053569347,-0.061129898,0.0003956008,-0.0012318104,-0.061137505,0.041313436,0.022399135,0.0013959948,-0.029023869,-0.00662903,-0.008249362,-0.061167084,0.037184764,0.006639104,0.002951392,-0.017796773,0.035898093,0.028822822,0.0375253,-0.07346424,-0.025614746,0.020392148,0.03193392,-0.041110538,0.042813774,0.01826997,-0.06370113,0.09221762,0.0027955277,-0.0061167367,0.03535936,0.07552986,-0.029720062,0.12445098,0.055322684,0.06920353,0.0021701474,-0.026119692,0.0504634,0.0026341656,0.0048905932,-0.0028172233,-0.006831809,-0.025413247,-0.034381248,-0.0088611385,-0.040492978,-0.051183816,0.0067843455,0.027512755,-0.0017881911,0.03838946,-0.029225422,-0.048416495,-0.0050217835,-0.009246036,-0.0034454442,0.03165327,0.027845157,0.010660754,-9.587207e-05,0.07355927,-0.066969045,0.03230758,0.029247925,0.01946111,-0.09402995,-0.0316472,-0.014047582,-0.061189737,-0.019153219,0.005681923,-0.049084477,-0.06935568,-0.026451005,0.053681042,-0.020127872,-0.053791367,-0.03340842,0.027144585,0.05528962,-0.009721688,-0.016249279,-0.033893276,0.009364501,-0.05048769,-0.04822788,0.10724842,0.02792307,-0.014550399,0.01555346,0.02401972,0.10183204,0.0048784968,0.005020085,-0.07700603,0.019541284,-0.03891232,0.018246725,0.12014769,0.035557676,0.042875573,0.014146365,-0.05642301,0.028649256,-0.03330678,-0.034019195,-0.042552553,0.0016959637,-0.05155619,0.003768793,-0.061395545,-0.06270613,0.008742696,-0.010981825,0.060908977,0.0543165,-0.091515504,-0.060272157,0.057068728,-0.0003780977,-0.03836244,-0.066968985,-0.04401065,-0.0732508,0.012585478,-0.025911069,-0.012146788,0.02176314,0.081514835,0.021835396,-0.07114821,0.075731575,0.02347523,-0.029515259,-0.027575672,-0.053666357,0.0039261854,-0.07104229,0.03142177,0.07728677,-0.05782261,-0.038345475,0.043335386,0.089647256,-0.07394651,-0.04189944,-0.04353597,0.019054309,-0.10191475,0.030179875,0.09362987,-0.051314697,-0.00408533,0.12569763,0.015252214,0.0036577235,-0.010548561,-0.03660233,-0.0059218113,0.018030416,-0.012853038,-0.035553228,0.092442594,-0.10339671,0.018496037,0.086865604,0.03373328,-0.036892973,-0.006467818,-0.05600658,-0.015826607,-0.03368158,-0.029697923,-0.05422641,0.09613148,0.0072873244,-0.014884042,0.027537566,0.045431655,0.07642702,0.05332891,-0.034792777,-0.08514233,-0.024110397,0.0039201467,0.00945348,0.019271597,-0.019327138,0.012605694,-0.019931749,-0.0858154,0.03682062,-0.042532504,-0.09358661,0.05143879,0.058580406,-0.022487463,0.025606293,-0.053937502,-0.028870275,0.009377355,-0.08160184,-0.024841739,-0.025729923,-0.03216237,0.023075908,0.058833376,-0.009175685,-0.061343864,0.01455581,-0.012387906,-0.014070243,0.06267837,0.06274242,-0.032352533,-0.08032827,-0.0054488974,0.068815835,0.12709798,0.04167736,-0.045883194,-0.010533563,-0.03014781,-0.022876712,0.015736563,-0.00096551183,0.012144738,0.016950158,0.03713713,0.034292288,0.10761273,-0.025176885,0.0057495967,0.03315208,0.048845854,0.00044067268,0.098709345,-0.056242257,0.0030174146,0.022733144,0.008191687,-0.03391983,0.01890355,-0.0240308,-0.07067546,0.071466886,0.04603533,0.029509809,0.01253891,-0.052283596,-0.013073855,0.011246649,-0.08407849,0.02814114,0.0345343
