title,journal,year
Positive Representations of L1 of a Vector Measure,Positivity,2007.0
Duality and dominating extension theorems in noncancellative normed cones,Boletin de la Sociedad Matematica Mexicana: Tercera Serie,2006.0
Convergencia debil en espacios de funciones p integrables con respecto a una medida vectorial.,Convergencia,2005.0
Ultrapowers of spaces of integrable functions with respect to a sequential vector measure and locally bounded sets of functions,Journal of Mathematical Analysis and Applications,2004.0
Caracterizacion y control de la valvula de recirculacion de gases inertes en un motor diesel sobrealimentado,Conferencia,2003.0
Un ejemplo de actualizacion e integracion del profesorado novel universitario mediante el desarrollo de procesos didacticos: las practicas de matematicas con ordenador,Tarbiya Revista de Investigacion e Innovacion Educativa,2002.0
Convexity and polynomial equations in Banach spaces with the Radon Nikodym property,Bulletin of the Belgian Mathematical Society Simon Stevin,2001.0
A note on sequential properties of noncompactness in Banach spaces,Acta Mathematica Hungarica,2000.0
Montel Maps on Interpolation of Echelon Sequence Kothe Spaces by the Goulaouic Method,Conferencia,2000.0
La formulas quimicas como elementos de sistemas deductivos,,2000.0
Una propuesta para la contextualizacion de las matematicas en la ensenanza universitaria.,Matematicas: Ensenanza Universitaria,1999.0
JA Lopez Molina EA Sanchez Perez,Revista Colombiana de Matematicas,1999.0
Dos ejemplos de introduccion de los metodos de simulacion Monte Carlo en los primeros cursos de las carreras tecnicas,,1999.0
El ordenador como instrumento de renovacion de los curricula: una propuesta didactica para la busqueda de soluciones de problemas de contorno,Epsilon,1999.0
La influencia de los errores conceptuales en la ensenanza de las matematicas en la universidad,Tarbiya Revista de Investigacion e Innovacion Educativa,1999.0
Algebra Calculo y Mecanica para Ingenieros Tomo II,,1999.0
Sobre algunas propiedades formales de los sistemas de representacion en quimica,Servicio Editorial de la Universidad del Pais Vasco/Euskal Herriko,1997.0
Algebra calculo y mecanica para ingenieros,,1997.0
Cuestiones resueltas de algebra,Universitat Politecnica de Valencia,1995.0
Elementos para una teoria de la representacion en quimica: Un analisis formal basado en la teoria de modelos,Universitat de Valencia,1989.0
Extreme points and geometric aspects of compact convex sets in asymmetric normed spaces,,
Isomorphic Copies of  l z in the Weighted Hardy Spaces on the Unit Disc,,
Equivalent quasi norms on generalized orlicz spaces,,
Extension procedures for lattice lipschitz mappings,,
Surenet: A Distributed Compliance Network for Taboow,,
Actualidad y educacion: un modelo didactico para la catastrofe del prestige.,,
Compactness properties of the integration operator associated with a vector measure,,
Interpolacion por el metodo complejo de espacios de funciones p integrables respecto de una medida vectorial,,
p variation and p semivariation on Lp of a vector measure,,
Lattice structure of L1 w (I) and Representation Theorems of Banach Lattices,,
Operadores de multiplicacion en espacios de funciones integrables.,,
MSEL,Conferencia,
Vector measure orthogonal sequences and signal approximation,,
Hilbert spaces and spaces of 2 integrable functions with respect to a vector measure,,
Representacion integral de p metricas y modelos para la complejidad algoritmica,,
