title,journal,year,otros_investigadores
Convexity and w*-compactness in Banach spaces,Springer New York,2004,Granero A.S.; Hajek P.; Montesinos Santalucia V.
Biorthogonal systems in banach spaces,Springer New York,2007,Hajek P.; Santalucia V.M.; Vanderwerff J.; Zizler V.
