"title","journal","year","otros_investigadores"
"Biblioteca digital en abierto (Open data) de científicos y humanistas valencianos-VESTIGIUM","",2017,"R Aleixandre Benavent;L Castelló Cogollos;D Melero Fuentes;..."
"¿ Cómo creamos nuestro cosechador de RD? Opendatascience Hods/rd 2012-2016","REBIUN",2017,"R Albiñana;JM Rodríguez Gairín;A Ferrer Sapena;L Millán González;..."
"Experiencias y lecciones aprendidas en datos abiertos en investigación. El grupo Datasea","PH: Boletín del Instituto Andaluz del Patrimonio Histórico",2017,"MFP Mancebo;RA Benavent;SD Gonzalvo;AF Sapena"
"Experiencias y lecciones aprendidas en datos abiertos en investigación. El grupo Datasea.","Revista PH",2017,"F Peset;R Aleixandre-Benavent;S Diago-Gonzalvo;A Ferrer-Sapena"
"Datos abiertos, el punto de vista del investigador","Universitat Politècnica de València",2016,"A Ferrer Sapena;R Aleixandre Benavent"
"Servicios sobre gestión de datos (RDS) de investigación en bibliotecas. De las mejores prácticas a las posibles","",2016,"A Doñate-Cifuentes;F Peset;A Ferrer-Sapena;C García"
"How to analyze the impact of research data with metrics: Models and services","PROFESIONAL DE LA INFORMACION",2016,"A Ferrer-Sapena;EA Sanchez-Perez;R Aleixandre-Benavent;F Peset"
"Research data services in academic libraries: the essential list","",2016,"A Doñate-Cifuentes;F Peset;A Ferrer-Sapena;C García"
"Servicios sobre gestión de datos (RDS) de investigación en bibliotecas. De las mejores prácticas a las posibles","REBIUN",2016,"A Doñate;F Peset;A Ferrer Sapena;C García"
"Revistas que aceptan datos. Metaanálisis del método y disciplinas","",2016,"A Ferrer-Sapena"
"Journals' policies of storage and reuse of raw research data and their impact in five scientific areas","",2016,"R Aleixandre-Benavent;A Ferrer-Sapena;A Vidal-Infer;A Alonso-Arroyo;..."
"Eines d'anàlisi de dades bibliogràfiques i construcció de mapes de coneixement: Bibexcel i Pajek.","BiD",2015,"A García-García;A Pardo-Ibáñez;AF Sapena;F Peset;..."
"Gestión, intercambio y reutilización de datos brutos de investigación en los investigadores españoles","",2015,"R Aleixandre-Benavent;A Alonso-Arroyo;A Vidal-Infer;A Ferrer-Sapena;..."
"La vía dorada de la publicación de datos","",2015,"F Peset;LM Gonzalez;M Villamón;A Ferrer-Sapena;..."
"Características especiales de la difusión científica de matemáticas","Anuario ThinkEPI",2015,"EA Sánchez Pérez;A Ferrer Sapena"
"Research raw data management in Spanish researchers on health sciences","TRAUMA-SPAIN",2015,"R Aleixandre-Benavent;A Vidal-Infer;A Alonso-Arroyo;A Ferrer-Sapena;..."
"Eines d'anàlisi de dades bibliogràfiques i construcció de mapes de coneixement: Bibexcel i Pajek","BiD: textos universitaris de biblioteconomia i documentació",2015,"AG García;AP Ibáñez;AF Sapena;MFP Mancebo;LMG Moreno"
"EVALUADORES DE LA REVISTA","El profesional de la información",2014,"E Abadal;P Aceituno-Aceituno;Á Afuera;IF Aguillo;J Alberich-Pascual;..."
"Publicar o difundir la ciencia. Cómo aumentar el impacto participando de la ciencia abierta","",2014,"A Ferrer-Sapena"
"Information Manager Skills as CEO: the case of Data Management syllabus at Polytechnic University of Valencia","",2014,"F Peset;A Ferrer-Sapena"
"PROMOCIÓN DE LA ACTIVIDAD FÍSICA: UN ESTUDIO BIBLIOMÉTRICO SOBRE LAS PALABRAS GÉNERO Y MUJER","",2014,"M Villamón;R Aleixandre;F Peset;A Ferrer;M Pellicer;LM González"
"FELIPE MARÍA GARÍN ORTIZ DE TARANCO: TRAYECTORIA ACADÉMICA, SOCIAL Y CIENTÍFICA","Editorial Universitat Politècnica de València",2014,"MÁ NAVARRO MORENO;M Ayala Gascón;Y Blasco Gil;..."
"Promoción de la actividad física: un estudio bibliométrico sobre las palabras género y mujer","Promoción de la actividad física en la infancia y la adolescencia: en el …",2014,"MV Herrera;RA Benavent;MFP Mancebo;A Ferrer;MP Chenoll;..."
"Sharing research data in cardiology","Revista espanola de cardiologia (English ed.)",2013,"R Aleixandre-Benavent;A Ferrer-Sapena;AA Arroyo;F Peset"
