"title","journal","year","otros_investigadores"
"El último teorema de Fermat: un enigma entre cálculo e ideas desde 1630 a 1994","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales",2009,"ML Pellicer"
"East and west in the mathematics science formation (and 2nd part)","DYNA",2008,"ML Pellicer"
"ORIENTE Y OCCIDENTE EN LA FORMACIÓN DE LA CIENCIA MATEMÁTICA*(y 2ª parte)","DYNA",2008,"ML Pellicer"
"¿ Dónde está hoy la Matemática?","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales",2008,"M López Pellicer"
"Compact coverings for Baire locally convex spaces","Journal of Mathematical Analysis and Applications",2007,"M Lopez Pellicer"
""" Tres insignes ilustrados: Bethencourt, Euler y Jorge Juan"": Conferencia de apertura del curso en la Academia Canaria de Ciencias","Revista de la Academia Canaria de Ciencias:= Folia Canariensis Academiae …",2007,"ML Pellicer"
"Oriente y Occidente en la formación de la ciencia (Parte 1)","Revista DYNA",2007,"ML Pellicer"
"ORIENTE Y OCCIDENTE EN LA FORMACIÓN DE LA CIENCIA MATEMÁTICA*(1a parte)","Dyna (Bilbao)",2007,"M LOPEZ PELLICER"
"On bounded and compact resolutions in topological vector spaces. Applications in Cp(X)","",2007,"SM López"
"Tres insignes ilustrados: Bethencourt, Euler y Jorge Juan","Revista de la Academia Canaria de Ciencias",2007,"M López Pellicer"
"Tres insignes ilustrados: Bethencourt, Euler y Jorge Juan. Conferencia de apertura del Curso 2007-2008 de la Academia de Ciencias de Tenerife, 21 de enero de 2008","Revista de la Academia Canaria de Ciencias",2007,"M López Pellicer"
"La ilustración en el pensamiento matemático","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales",2007,"ML Pellicer"
"Matemáticas y ordenadores en el conocimiento del mundo (y Parte II)","Dyna (Bilbao)",2006,"M López Pellicer"
"Matemáticas y ordenadores en el conocimiento del mundo (y Parte II)","DYNA",2006,"ML Pellicer"
"MATEMÁTICAS Y ORDENADORES EN EL CONOCIMIENTO DEL MUNDO","DYNA",2006,"ML Pellicer"
"Oriente y Occidente en la formación de la Ciencia","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales",2005,"ML Pellicer"
"Presentación de la obra de H. Poincaré","",2004,"ML Pellicer"
"John Von Neumann (1903-1957)-Introduction","ARBOR-CIENCIA PENSAMIENTO Y CULTURA",2003,"M Lopez Pellicer"
"Unitary sequences and classes of barrelledness","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie …",2003,"ML Pellicer;S Moll"
"Complemented copies of c0 in C0","Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie …",2001,"JCF Pérez;ML Pellicer"
"Académico Correspondiente","Curso de conferencias sobre historia de la matemática hasta el siglo XX …",1998,"ML PELLICER"
"J. C. Ferrando, M. López Pellicer and L. M. Sánchez Ruiz Metrizable barrelled spaces (Pitman Research Notes in Mathematics Series Vol. 332, Longman, Harlow …","Proceedings of the Edinburgh Mathematical Society",1997,"I Tweddle"
"EXPOSITORY SURVEYS","Bulletin (new Series) of the American Mathematical Society",1997,"DN Akheizer;ML Pellicer;LMS Ruiz"
"Algebras of sets generating non-barrelled spaces","Periodica Mathematica Hungarica",1994,"J Ferrer;M López-Pellicer"
