"title","journal","year","otros_investigadores"
"The 2024 phononic crystals roadmap","Journal of Physics D: Applied Physics",2024,"Y Jin;D Torrent;B Djafari-Rouhani;L He;Y Xiang;FZ Xuan;Z GU;H Xue;..."
"Hyperuniformity of quasiperiodic tilings generated by continued fractions","Physical Review B",2024,"M Lázaro;LM García-Raffi"
"Deflector shape impact on aero-acoustic noise generation and propagation","Acta Astronautica",2023,"MS Escartí-Guillem;S Hoyas;LM García-Raffi"
"Enseñanza del aprendizaje por refuerzo con un sencillo ejemplo de minimización de funciones","Editorial Universitat Politècnica de València",2023,"AR Arnau Notari;LM García Raffi;JM Calabuig Rodriguez;..."
"DINÁMICA DE FLUIDOS COMPUTACIONAL PARA LA PREDICCIÓN DEL RUIDO GENERADO EN EL LANZAMIENTO DE COHETES","",2023,"MS Escartí-Guillem;S Hoyas;LM Garcia-Raffi"
"Selected aspects of complex, hypercomplex and fuzzy neural networks","arXiv preprint arXiv:",2022,"A Niemczynowicz;RA Kycia;M Jaworski;A Siemaszko;JM Calabuig;..."
"Jornada del Día Internacional del Derecho a Saber 2021","",2021,"A Ferrer-Sapena;F Peset;M Calabuig;C Vidal;A Fuster;..."
"275 Age and Educational Attainment Predicts Engagement in a MHealth Intervention Conducted at a Safety-net Emergency Department","Annals of Emergency Medicine",2020,"S Treacy-Abarca;J Mercado;J Serrano;J Gonzalez;NR Guerra;..."
"Where should I submit my work for publication? An asymmetrical classification model to optimize choice","Journal of Classification",2020,"A Ferrer-Sapena;JM Calabuig;LM García Raffi;EA Sánchez Pérez"
"Acoustic stealth materials","DENORMS Action Final event",2020,"LM Garcia-Raffi;V Romero-García"
