"title","journal","year","otros_investigadores"
"Analysis of the influence subjective human parameters in the calculation of thermal comfort and energy consumption of buildings","Energies",2019,"R Robledo-Fava;MC Hernández-Luna;P Fernández-de-Córdoba;..."
"Neutrino mixing and masses in a left–right model with mirror fermions","The European Physical Journal C",2012,"R Gaitán;A Hernandez-Galeana;JM Rivera-Rebolledo;..."
"Calculation of some integrals arising in heat transfer in grinding","Mathematical Problems in Engineering",2010,"JLG Santander;P Castaneda Porras;YL Ratis;JM Isidro;..."
"Bispectrum analysis of stray flux signals for the robust detection of winding asymmetries in wound rotor induction motors","",2020,"ME Iglesias-Martínez;PF de Córdoba;JA Antonino-Daviu;JA Conejero"
"On the contact geometry and the Poisson geometry of the ideal gas","Entropy",2018,"JM Isidro;P Fernández de Córdoba"
"PyNetMet: Python tools for efficient work with networks and metabolic models","arXiv preprint arXiv:",2012,"D Gamermann;A Montagud;RA Infante;J Triana;PF de Córdoba;..."
"A mechanics for the Ricci flow","International Journal of Geometric Methods in Modern Physics",2009,"S Abraham;P Fernández de Córdoba;JM Isidro;JLG Santander"
"Estudio del patrimonio de la localidad de Viñales, República de Cuba, para la introducción del turismo rural","Cuadernos de turismo",2005,"IAC Toribio;PF de Córdoba Castellá;A Valdéz"
"Automatic Classification of Field Winding Faults in Synchronous Motors based on Bicoherence Image Segmentation and Higher Order Statistics of Stray Flux Signals","IEEE Transactions on Industry Applications",2023,"MEI Martínez;JG Carmenate;J Antonino-Daviu;L Dunai;CA Platero;..."
"Monte Carlo Simulation of a modified Chi distribution with unequal variances in the generating gaussians. A Discrete Methodology to Study Collective Response Times","Mathematics",2020,"JC Castro-Palacio;JM Isidro;E Navarro-Pardo;L Velázquez-Abad;..."
"Boltzmann entropy of a Newtonian Universe","Entropy",2017,"D Cabrera;P Fernández de Córdoba;JM Isidro"
"Generalised complex geometry in thermodynamical fluctuation theory","Entropy",2015,"P Fernández de Córdoba;JM Isidro"
"The irreversible quantum","International Journal of Geometric Methods in Modern Physics",2015,"P Fernández de Córdoba;JM Isidro;MH Perea;J Vazquez Molina"
"Use of thermal conductivity from thermal response test for estimating steady-state temperatures in rock and stratified soil near a line source of heat","HVAC&R Research",2011,"TV Bandos;Á Montero;PJ Fernandez de Cordoba;JF Urchueguía"
"DIRAC NEUTRINO MASSES AND MIXING PARAMETERS IN A LEFT–RIGHT MODEL WITH MIRROR FERMIONS","International Journal of Modern Physics A",2007,"R Gaitán;A Hernandez-Galeana;JM Rivera-Rebolledo;..."
"Isoscalar Roper excitation in p (alpha, alpha-prime) reactions in the 10-GeV - 15-GeV region","Physics Letters B",NA,"S Hirenzaki;E Oset;P Fernandez de Cordoba"
"Photonic snake states in two-dimensional frequency combs","Nature Photonics",2023,"SB Ivars;YV Kartashov;PF de Córdoba;JA Conejero;L Torner;C Milián"
"Monte Carlo simulation of a modified Chi distribution considering asymmetry in the generating functions: Application to the Study of Health-Related Variables","Symmetry",2021,"N Ortigosa;M Orellana-Panchame;JC Castro-Palacio;PF Córdoba;..."
"Machinery Failure Approach and Spectral Analysis to Study the Reaction Time Dynamics over Consecutive Visual Stimuli: An Entropy-Based Model","Mathematics",2020,"ME Iglesias-Martínez;M Hernaiz-Guijarro;JC Castro-Palacio;..."
"Sliding modes control for heat transfer in geodesic domes","Mathematics",2020,"F Florez;P Fernández de Cordoba;J Taborda;M Polo;JC Castro-Palacio;..."
"Percentile Study of χ Distribution. Application to Response Time Data","Mathematics",2020,"JC Castro-Palacio;P Fernández-de-Córdoba;JM Isidro;E Navarro-Pardo;..."
"Analysis of key variables for energy efficiency in warships","Proceedings of the Institution of Mechanical Engineers, Part M: Journal of …",2020,"P Carrasco;R Bendana;A Paredes;H Michinel;P Fernandez de Cordoba;..."
"Use of statistical correlation for energy management in office premises adopting techniques of the industry 4.0","DYNA",2018,"M Hernandez-Luna;R Robledo-Fava;P Fernandez-de-Cordoba;..."
"Detection of bar breakages in induction motor via spectral subtraction of stray flux signals","",2018,"ME Iglesias-Martínez;PF de Córdoba;JA Antonino-Daviu;JA Conejero"
"Entropy, topological theories and emergent quantum mechanics","Entropy",2017,"D Cabrera;P Fernández de Córdoba;JM Isidro;J Vázquez Molina"
"The holographic quantum","arXiv preprint arXiv:",2015,"PF de Cordoba;JM Isidro;JV Molina"
"Herramienta para la optimización de flujos metabólicos en un sistema biológico","Investigación Operacional",2014,"RA Jaime-Infante;ZH Martínez;J Triana-Dopic;OF Telle;AM Aquino;..."
"Yeast cultures with UCP1 uncoupling activity as a heating device","New biotechnology",2009,"J Delas;M Notari;J Fores;J Pechuan;M Porcar;E Navarro;A Montagud;..."
"Heat transfer between a gas and an ultralow thermal conductivity porous structure","Applied mathematics and computation",2008,"J Pérez;FR Villatoro;JLG Santander;MA Borovsky;YL Ratis;..."
"Noncommutative space and the low-energy physics of quasicrystals","International Journal of Modern Physics A",2008,"L Monreal;P Fernández de Córdoba;A Ferrando;JM Isidro"
"Decay t→ bWZ within the context of the left-right mirror model","Revista mexicana de física",2004,"P Fernández de Córdoba;R Gaitán Lozano;A Hernandez-Galeana;..."
"Multifractal spectrum and higher order statistics for the detection of field winding faults in wound field synchronous motors","",2021,"MEI Martínez;JA Antonino-Daviu;C Platero;L Dunai;JA Conejero;..."
"The cosmological constant of emergent spacetime in the Newtonian approximation","International Journal of Modern Physics D",2020,"JC Castro-Palacio;P Fernández de Córdoba;JM Isidro"
"On the holographic bound in Newtonian cosmology","Entropy",2018,"JM Isidro;P Fernández de Córdoba"
"The small-world of ‘Le Petit Prince’: Revisiting the word frequency distribution","Digital Scholarship in the Humanities",2017,"D Gamermann;C Moret-Tatay;E Navarro-Pardo;..."
"The holographic quantum","Foundations of Physics",2016,"P Fernández de Córdoba;JM Isidro;J Vazquez Molina"
"Aplicaciones del modelado matemático en problemas energéticos: un recorrido desde la investigación a la creación de empresas","Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales …",2012,"P Fernández de Córdoba Castellá"
"On the noncommutative Eikonal","International Journal of Geometric Methods in Modern Physics",2011,"JM Isidro;PF De CÓrdoba;JM RIVERA–REBOLLEDO;JLG Santander"
"A generalized finite difference method using Coatmèlec lattices","Computer Physics Communications",2009,"MA García-March;M Arevalillo-Herráez;FR Villatoro;F Giménez;..."
"The Ricci flow on Riemann surfaces","arXiv preprint arXiv:",2008,"S Abraham;PF de Córdoba;JM Isidro;JLG Santander"
"Geothermal vertical effects in thermal response tests","Proceedings of the XXXIII Workshop Geothermal Reservoir Engineering",2008,"TV Bandos;Á Montero;JL González;JM Isidro;J Pérez;E Fernández;..."
"Vanillin cell sensor","IET Synthetic Biology",2007,"G Rodrigo;A Montagud;A Aparici;MC Aroca;M Baguena;J Carrera;..."
"Delta excitation in nuclei and coherent meson production","Nuclear Physics A",1994,"E Oset;PF de Córdoba;BL Alvaredo;MJV Vacas"
"Detection of adjacent and non-adjacent bar breakages in induction motors based on power spectral subtraction and second order statistics of sound signals","Applied Sciences",2020,"ME Iglesias Martínez;P Fernández de Córdoba;JA Antonino-Daviu;..."
"Stability assessment of stochastic differential-algebraic systems via Lyapunov exponents with an application to power systems","Mathematics",2020,"A González-Zumba;P Fernández-de-Córdoba;JC Cortés;V Mehrmann"
