"title","journal","year","otros_investigadores"
"Open data science to fight covid-19: Winning the 500k xprize pandemic response challenge","IJCAI",2022,"MA Lozano;ÒG i Orts;E Pinol;M Rebollo;K Polotskaya;..."
"La iniciativa Valencia IA4COVID","Indice: Revista de Estadística y Sociedad",2022,"JAC Casares;N Oliver"
"Dynamics of multidimensional Cesaro operators","Bulletin of the Belgian Mathematical Society-Simon Stevin",2019,"JA Conejero;A Mundayadan;JB Seoane-Sepúlveda"
"An example of company-university cooperation: Mathematical modeling and numerical simulation of heat dissipation in led bulbs","Libro de actas del XXVI Congreso Universitario de Innovación Educativa en …",2018,"DF Alarcón Correa;E Balvís Outeiriño;RJ Bendaña Jácome;..."
"Modelos de la teoría de grafos aplicados a problemas de competiciones de programación","In-Red",2016,"C Jordan Lluch;JA Gómez Adrian;M Calvo Lance;JA Conejero Casares"
"Experiencias docentes para secundaria, bachillerato y ciclos formativos a partir del programa Praktikum-UPV","",2016,"JA Conejero Casares;AM Albors Sorolla;M Murillo Arcila;..."
"Influencia de la educación inversa en el aprendizaje y adquisición de competencias transversales","In-Red",2015,"C Jordan Lluch;RM Alcover Arandiga;JA Conejero Casares;..."
"EVALÚA: una herramienta de ayuda a la acreditación de las titulaciones universitarias","Evaluación de la Calidad de la Investigación y de la Educación Superior …",2015,"E Vendrell;SMT Barrena;A Molina;A Conejero;JLP Luján;NP Sáez"
"Encontrando evidencias de la evaluación por competencias en el Grado de Ingeniería Informática","Jornadas de Innovación Educativa y docencia en Red de la Universitat …",2014,"JL Poza-Lujan;SM Terrasa Barrena;JA Conejero;A Molina Marco;..."
"Sistemas de acogida y tutorización en estudios universitarios (SATEU):[simposio celebrado los días 25 y 26 de octubre de 2012 en la Universitat Politècnica de València]","[Madrid]: Ministerio de Educación, Cultura y Deporte, Subdirección General …",2013,"JA Conejero Casares;MÁ Fernández Prada;LJ Rodríguez Muñiz;..."
"An application-case for derivative learning: optimization in colour image filtering","IEEE EDUCON",2010,"S Morillas;A Sapena;JA Conejero;J Camacho"
"Teoría de Operadores y Espaciabilidad","",2010,"JA Conejero;JA Prado;JB Seoane"
"Enlargements of operators between locally convex spaces.","RACSAM",2007,"JA Conejero"
"Modelo de gestión de prácticas en un laboratorio de arquitectura de computadores.","Universidad Politécnica de Valencia",1970,"JC Cano;A Conejero;JL Posadas;JL Poza"
"Artificial Intelligence Reveals Unbalanced Sustainability Domains in Funded Research","Available at SSRN",NA,"P Varelas;F Larosa;S Hoyas;JA Conejero;F Contino;FF Nerini;..."
"Anomalous diffusion vs. stock volatility through machine learning","",NA,"JA Conejero;A Peris;R Vicente-Arévalo"
"Anomalous diffused motion changes in single-particle tracking experiments","",NA,"Y Ahsini;JA Conejero;AA Juan;M Escoto"
"MODELO DE GESTIÓN DE PRÁCTICAS EN UN LABORATORIO DE ARQUITECTURA DE COMPUTADORES","",NA,"JL Poza;JL Posadas;JC Cano;JA Conejero"
"Machine Learning-based Graph Size Reduction for Electric Vehicle Routing Problems","",NA,"Y Ahsini;P Dıaz-Masa;B Inglés;JA Conejero"
"Análisis Funcional, Teoría de Distribuciones de Schwartz y ChatGPT en Ingeniería Física Autores/as Afiliaciones","",NA,"JA Conejero;L Goiriz;A López-Martínez"
"Functional Analysis, Schwartz Distributions Theory and ChatGPT in Physics Engineering","",NA,"TD de Schwartz;JA Conejero;L Goiriz;A López-Martínez"
"A LAPLACIAN DECOMPOSITION ALGORITHM FOR SQUARE MATRICES","EACA",NA,"JA CONEJERO;A FALCÓ;M MORA"
"Materials Applicable to an Axially-Laminated Synchronous Reluctance Machine Considering Mechanical and Electromagnetic Aspects............... A. Credo, E. Kurvinen, I. Petrov …","",NA,"MEI Martınez;PMV Pla;JAA Daviu;L Dunai;JA Conejero;PF de Córdoba;..."
"Análisis de la contribución a los ODS de la formación en matemática avanzada","OVACIÓ DOCEN",NA,"JA Conejero;L Goiriz;A López-Martínez"
"A Laplacian approach to the Greedy Rank-One Algorithm for a class of linear systems","",NA,"JA Conejero;A Falcó;M Mora"
"DESARROLLO DE UN MODELO MATEMÁTICO DE CLASIFICACIÓN DACTILOSCÓPICA1","",NA,"JA Conejero;MF Enrich"
