"title","journal","year","otros_investigadores"
"Fundamental limitations of passive acoustic liners with grazing flow","",2024,"Y Meng;T Humbert;V Romero-García;JP Groby;G Gabard"
"A subwavelength insulation panel for acoustic and aeroacoustic sources","INTER-NOISE and NOISE-CON Congress and Conference Proceedings",2023,"D Lecoq;NA Gauthier;C Lagarrigue;V Romero-García;C Pézerat;..."
"Explicit Modeling and Optimization of Acoustic Metalenses for Baffled Sources","Physical Review Applied",2023,"T Cavalieri;V Romero-García;M Melon;JP Groby;JC Chamard"
"A helicoidal parametric antenna for subwavelength vortex generation","Proceedings of Meetings on Acoustics",2022,"N Jiménez;J Ealo;RD Muelas-Hurtado;A Duclos;V Romero-García"
"Scattering evaluation of equivalent surface impedances of acoustic metamaterials in large FDTD volumes using RLC circuit modelling","Applied Sciences",2021,"E Ballestero;B Hamilton;N Jiménez;V Romero-García;JP Groby;..."
"Design of a Multiwaves Vibration Filtering","SAE Technical Paper",2020,"J Plisson;A Pelat;F Gautier;V Romero-Garcia;T Bourdon"
"Limits of perfect sound absorption in thin aluminum square plates","Euronoise",2018,"I Herrero-Durá;R Picó;VJ Sánchez-Morcillo;LM Garcia-Raffi;..."
"From metaporous materials to subwavelength absorbers: some recipe to design perfect sound absorbers","IcETRAN Conference, Kladovo Serbia",2017,"JP Groby;N Jimenez;L Schwan;C Lagarrigue;W Huang;VR Garcia;..."
"Evidence of multimodal vibration damping using a single piezoelectric patch with a negative capacitance shunt","The Journal of the Acoustical Society of America",2017,"V Romero-García;C Bricault;C Pézerat;M Collet;A Pyskir;P Perrard;..."
"Reflection of sound by Sonic Crystals: an application to the aerospace engineering","Conferencias y Comunicaciones de EuroRegio",2016,"LM García-Raffi;LJ Salmerón-Contreras;I Herrero-Durá;R Picó Vila;..."
"Vibroacoustic effects of resonant sonic crystals in sound absorption","Conferencias y Comunicaciones de EuroRegio",2016,"I Herrero-Durá;R Picó Vila;VJ Sánchez Morcillo;LM García-Raffi;..."
