title,journal,year,otros_investigadores
Topologically ergodic operators,"Function Theory on Infinite Dimensional Spaces IX, Madrid",2005.0,A Peris
Some results on Frechet spaces with the density condition,Archiv der Mathematik,1992.0,A Peris
On shadowing and chain recurrence in linear dynamics,Advances in Mathematics,2024.0,NC Bernardes Jr;A Peris
Questions in linear recurrence: From the T⊕ T-problem to lineability,,2023.0,S Grivaux;A Lopez-Martinez;A Peris
Dynamics of shift operators on non-metrizable sequence spaces,Revista Matematica Iberoamericana,2021.0,J Bonet;T Kalmes;A Peris
Sets of periods for chaotic linear operators,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2021.0,JA Conejero;F Martinez-Gimenez;A Peris;F Rodenas
Weak stability of non-autonomous discrete dynamical systems,Topology and its Applications,2018.0,Y Lan;A Peris
Chaotic behaviour on invariant sets of linear operators,Arxiv preprint arXiv:,2012.0,M Murillo-Arcila;A Peris
Numerically hypercyclic operators,Integral Equations and Operator Theory,2012.0,SG Kim;A Peris;HG Song
Slow Growth for Universal Harmonic Functions,,2010.0,A Peris;F Rodenas
Erratum to:“Chaotic polynomials on Frechet spaces”,Proceedings of the American Mathematical Society,2001.0,A Peris
Maurey's extension theorem and Grothendieck's probleme des topologies,Journal of the London Mathematical Society,1998.0,A Defant;A Peris
Frechet Schwartz spaces and approximation properties,Mathematische Annalen,1994.0,A Peris
Chaotic asymptotic behaviour of the solutions of the Lighthill–Whitham–Richards equation,Nonlinear Dynamics,2016.0,JA Conejero;F Martinez-Gimenez;A Peris;F Rodenas
Chaotic polynomials on sequence and function spaces,International Journal of Bifurcation and Chaos,2010.0,F Martinez-Gimenez;A Peris
Existence of hypercyclic polynomials on complex Frechet spaces,Topology and its Applications,2009.0,F Martinez-Gimenez;A Peris
Chaotic polynomials on Frechet spaces,Proceedings of the American Mathematical Society,1999.0,A Peris
Localization of bounded sets in tensor products,Revista matematica de la Universidad Complutense de Madrid,1996.0,MJ Rivera Ortun;A Peris
Chaos on Fuzzy Dynamical Systems,Mathematics,2021.0,F Martinez-Gimenez;A Peris;F Rodenas
Ergodic and dynamical properties of m-isometries,Linear Algebra and its Applications,2019.0,T Bermudez;A Bonilla;V Muller;A Peris
"Cantor sets, Bernoulli shifts and linear dynamics",Descriptive Topology and Functional Analysis: In Honour of Jerzy Kakol’s ...,2014.0,S Bartoll;F Martinez-Gimenez;M Murillo-Arcila;A Peris
On the existence of polynomials with chaotic behaviour,Journal of Function Spaces,2013.0,NC Bernardes Jr;A Peris
Erratum to “Uniform convergence and chaotic behavior”[Nonlinear Anal. TMA 65 (4)(2006) 933–937],"Nonlinear Analysis: Theory, Methods & Applications",2008.0,RM Abu-Saris;F Martinez-Gimenez;A Peris
Coincidence of topologies on tensor products of Kothe echelon spaces,Stadia Math,1994.0,J Bonet;A Defant;A Peris;MS Ramanujan
A hypercyclicity criterion for non-metrizable topological vector spaces,Functiones et Approximatio Commentarii Mathematici,2018.0,A Peris
Chaos for linear fractional transformations of shifts,Topology and its Applications,2016.0,RR Jimenez-Munguia;VJ Galan;F Martinez-Gimenez;A Peris
Chaos for the dynamics of Toeplitz operators,Mathematics,2022.0,S Bartoll;RR Jimenez-Munguia;RA Martinez-Avendano;A Peris
The Specification Property for -Semigroups,arXiv preprint arXiv:,2016.0,S Bartoll;F Martinez-Gimenez;A Peris;F Rodenas
Numerically hypercyclic polynomials,Archiv der Mathematik,2012.0,SG Kim;A Peris;HG Song
