title,journal,year,otros_investigadores
Characterization of the omega-hypoelliptic convolution operators on ultradistributions,Annales Fennici Mathematici,2000.0,J Bonet;C Fernandez;R Meise
Grothendieck spaces with the Dunford–Pettis property,Positivity,2010.0,AA Albanese;J Bonet;WJ Ricker
The Cesaro operator on Korenblum type spaces of analytic functions,Collectanea mathematica,2018.0,AA Albanese;J Bonet;WJ Ricker
Mean ergodic semigroups of operators,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2012.0,AA Albanese;J Bonet;WJ Ricker
Two theorems of Josefson–Nissenzweig type for Frechet spaces,american mathematical society,1993.0,J Bonet;M Lindstrom;M Valdivia
On weighted inductive limits of spaces of continuous functions,Mathematische Zeitschrift,1986.0,J Bonet
The subspace problem for weighted inductive limits of spaces of holomorphic functions.,Michigan Mathematical Journal,1995.0,J Bonet;J Taskinen
Sampling sets and sufficient sets for A−∞,Journal of mathematical analysis and applications,2003.0,J Bonet;P Domanski
Weighted spaces of holomorphic functions and operators between them,"Proceedings of the seminar of Mathematical Analysis (Univ. Malaga, Univ ...",2003.0,J Bonet
Spaces of operators between Frechet spaces,Mathematical Proceedings of the Cambridge Philosophical Society,1994.0,J Bonet;M Lindstrom
On distinguished Frechet spaces,North-Holland Mathematics Studies,1992.0,J Bonet;S Dierolf
On the continuous Cesaro operator in certain function spaces,Positivity,2015.0,AA Albanese;J Bonet;WJ Ricker
The Pullback for bornological and ultrabornological spaces,Note di Matematica,2006.0,J Bonet;S Dierolf
Vector-valued meromorphic functions,Archiv der Mathematik,2002.0,J Bonet;E Jorda;M Maestre
Interpolation of vector-valued real analytic functions,Journal of the London Mathematical Society,2002.0,J Bonet;P Domanski;D Vogt
The bidual of a distinguished Frechet space need not be distinguished,Archiv der Mathematik,1991.0,J Bonet;S Dierolf;C Fernandez
Non-distinguished Frechet function spaces,Bulletin de la Societe Royale des Sciences de Liege,1989.0,J Taskinen;J Bonet
A note on biduals of strict (LF)-spaces,Results in Mathematics,1988.0,J Bonet;S Dierolf
Spectrum and compactness of the Cesaro operator on weighted spaces,Journal of the Australian Mathematical Society,2015.0,AA Albanese;J Bonet;WJ Ricker
A note about Volterra operators on weighted Banach spaces of entire functions,Mathematische Nachrichten,2015.0,J Bonet;J Taskinen
Tensor products of Frechet or (DF)-spaces with a Banach space,Journal of mathematical analysis and applications,1992.0,J Bonet;A Defant;A Galbis
Superposition operators between weighted Banach spaces of analytic functions of controlled growth,Monatshefte fur Mathematik,2013.0,J Bonet;D Vukotic
Weighted (LB)-spaces of holomorphic functions: VH (G)= V0H (G) and completeness of V0H (G),Journal of mathematical analysis and applications,2006.0,KD Bierstedt;J Bonet
Quasianalytic functionals and projective descriptions,Mathematica Scandinavica,2004.0,J Bonet;R Meise
"The identity, tensor products and inductive limits",Note di Matematica,1989.0,J Bonet;A Galbis
Every quojection is the quotient of a countable product of Banach spaces,"Proc. NATO-ASI Workshop on"" Frechet Spaces"", Istanbul",1988.0,M Maestre;G Metafune;VB Moscatelli;D Vogt
"Operators on the Frechet sequence spaces ces (p+) ces (p+), 1 ≤ p< ∞ 1≤ p<∞","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2019.0,AA Albanese;J Bonet;WJ Ricker
Spectra and essential spectral radii of composition operators on weighted Banach spaces of analytic functions,Journal of mathematical analysis and applications,2008.0,J Bonet;P Galindo;M Lindstrom
The Levy-Steinitz rearrangement theorem for duals of metrizable spaces,Israel Journal of mathematics,2000.0,J Bonet;A Defant
A projective description of weighted inductive limits of space of vector valued cotinuous functions,Collectanea Mathematica,1983.0,J Bonet
Remarks and examples concerning suprabarreled and totally barreled spaces,Archiv der Mathematik,1982.0,PP Carreras;J Bonet
Multiplier and averaging operators in the Banach spaces ,Positivity,2019.0,AA Albanese;J Bonet;WJ Ricker
On the lifting of bounded sets in Frechet spaces,Proceedings of the Edinburgh Mathematical Society,1993.0,J Bonet;S Dierolf
Locally bounded noncontinuous linear forms on strong duals of nondistinguished Kothe echelon spaces,Proceedings of the American Mathematical Society,1990.0,F Bastin;J Bonet
Some Recent Results on VC(X),Advances in the theory of Frechet spaces,1989.0,KD Bierstedt;J Bonet
Mean ergodic operators and reflexive Frechet lattices,Proceedings of the Royal Society of Edinburgh Section A: Mathematics,2011.0,J Bonet;B de Pagter;WJ Ricker
Complete spaces of vector-valued holomorphic germs,Mathematica Scandinavica,1994.0,J Bonet;P DOMANSKI;J Mujica
Convergent sequences in duals of Frechet spaces,LECTURE NOTES IN PURE AND APPLIED MATHEMATICS,1993.0,J Bonet;M Lindstrom
Locally bounded sets of holomorphic mappings,Transactions of the American Mathematical Society,1988.0,J Bonet;P Galindo;D Garcia;M Maestre
Weighted Banach spaces of analytic functions with sup-norms and operators between them: a survey,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2022.0,J Bonet
Solid hulls and cores of weighted -spaces,Revista Matematica Complutense,2018.0,J Bonet;W Lusky;J Taskinen
The structure of spaces of quasianalytic functions of Roumieu type,Archiv der Mathematik,2007.0,J Bonet;P Domanski
Nonradial Hormander algebras of several variables and convolution operators,Transactions of the American Mathematical Society,2001.0,J Bonet;A Galbis;S Momm
Interpolation of entire functions and projective descriptions,Journal of Mathematical Analysis and Applications,1997.0,J Bonet;SN Melikhov
Vector-valued holomorphic germs on Frechet-Schwartz spaces,Proceedings of the Royal Irish Academy. Section A: Mathematical and Physical ...,1994.0,KD Bierstedt;J Bonet;A Peris
Solid hulls of weighted Banach spaces of entire functions,Revista matematica iberoamericana,2018.0,J Bonet;J Taskinen
Schauder decompositions and the Grothendieck and Dunford-Pettis properties in Kothe echelon spaces of infinite order,Positivity,2007.0,J Bonet;WJ Ricker
On the three-space-problem for distinguished Frechet spaces,Bull. Soc. Roy. Sci. Liege,1990.0,J Bonet;S Dierolf;C Fernandez
-Spaces of type and,Note di Matematica,1990.0,KD Bierstedt;J Bonet;J Schmets
Mean ergodic multiplication operators on weighted spaces of continuous functions,Mediterranean Journal of Mathematics,2018.0,J Bonet;E Jorda;A Rodriguez
The Cesaro operator in weighted l1 spaces,Mathematische Nachrichten,2018.0,AA Albanese;J Bonet;WJ Ricker
Kothe coechelon spaces as locally convex algebras,Studia Math,2010.0,J Bonet;P Domanski
Projective limits of weighted (LB)-spaces of continuous functions,Archiv der Mathematik,2009.0,S Agethen;KD Bierstedt;J Bonet
The canonical spectral measure in Kothe echelon spaces,Integral Equations and Operator Theory,2005.0,J Bonet;WJ Ricker
The dual of the space of holomorphic functions on locally closed convex sets,Publicacions matematiques,2005.0,J Bonet;R Meise;SN Melikhov
Weighted L^∞-estimates for Bergman Projections,University of Helsinki. Department of Mathematics,2004.0,J Bonet;M Englis;J Taskinen
A question of D. Vogt on (LF)-spaces,Archiv der Mathematik,1993.0,KD Bierstedt;J Bonet
On two classes of LF-spaces,Portugaliae mathematica,1992.0,J Bonet;S Dierolf;C Fernandez
Completeness of the (LB)-spacesV C(X),Archiv der Mathematik,1991.0,KD Bierstedt;J Bonet
Mean ergodicity and spectrum of the Cesaro operator on weighted  spaces,Positivity,2016.0,AA Albanese;J Bonet;WJ Ricker
The Cesaro operator in growth Banach spaces of analytic functions,Integral Equations and Operator Theory,2016.0,AA Albanese;J Bonet;WJ Ricker
The spectrum of Volterra operators on weighted spaces of entire functions,The Quarterly Journal of Mathematics,2015.0,J Bonet
Classical operators on the Hormander algebras,Discrete and Continuous Dynamical Systems-Series A,2015.0,MJ Beltran Meneu;JA Bonet Solves;C Fernandez
Projective descriptions of weighted inductive limits: the vector-valued cases,Advances in the Theory of Frechet spaces,1989.0,KD Bierstedt;J Bonet
Representaciones de los espacios  y ,Collectanea Mathematica,1982.0,J Bonet
Mean ergodic composition operators on generalized Fock spaces,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie ...",2020.0,W Seyoum;T Mengestie;J Bonet
Solid cores and solid hulls of weighted Bergman spaces,,2019.0,J Bonet;W Lusky;J Taskinen
The Ces\aro operator on power series spaces,arXiv preprint arXiv:,2017.0,AA Albanese;J Bonet;WJ Ricker
The division problem for tempered distributions of one variable,Journal of Functional Analysis,2012.0,J Bonet;L Frerick;E Jorda
Topological structure of the set of weighted composition operators on weighted Bergman spaces of infinite order,Integral Equations and Operator Theory,2009.0,J Bonet;M Lindstrom;E Wolf
Topologizable operators on locally convex spaces,Contemporary Mathematics,2007.0,J Bonet
Operadores y semigrupos de operadores en espacios de Frechet y espacios localmente convexos,"PhD thesis, Universidad Politecnica de Valencia",2004.0,JA Conejero;J Bonet;A Peris
Projective description of weighted (LF)-spaces of holomorphic functions on the disc,Proceedings of the Edinburgh Mathematical Society,2003.0,KD Bierstedt;J Bonet
